id,CoordinateID__abs_energy,CoordinateID__sum_values,CoordinateID__quantile__q_0.9,CoordinateID__quantile__q_0.8,CoordinateID__quantile__q_0.7,CoordinateID__quantile__q_0.6,CoordinateID__quantile__q_0.4,CoordinateID__quantile__q_0.3,CoordinateID__quantile__q_0.2,CoordinateID__quantile__q_0.1,CoordinateID__value_count__value_1,CoordinateID__median,CoordinateID__mean,CoordinateID__maximum,"CoordinateID__fft_coefficient__attr_""real""__coeff_0","CoordinateID__fft_coefficient__attr_""abs""__coeff_0","CoordinateID__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)","CoordinateID__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)","CoordinateID__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)","CoordinateID__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",CoordinateID__minimum,Magnitude__quantile__q_0.2,Magnitude__quantile__q_0.3,Magnitude__quantile__q_0.4,Magnitude__quantile__q_0.9,Magnitude__quantile__q_0.7,Magnitude__quantile__q_0.8,Magnitude__quantile__q_0.1,Magnitude__quantile__q_0.6,Magnitude__minimum,"Magnitude__fft_coefficient__attr_""abs""__coeff_0",Magnitude__mean,Magnitude__maximum,"Magnitude__fft_coefficient__attr_""real""__coeff_0","Magnitude__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)","Magnitude__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)","Magnitude__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)","Magnitude__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",Magnitude__sum_values,Magnitude__median,Magnitude__abs_energy
20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,58.72086628,58.72086628,58.72086628,58.72086628,58.72086628,58.72086628,58.72086628,58.72086628,58.72086628,58.72086628,58.72086628,58.72086628,58.72086628,22.776623968295244,36.013004574497856,11.388311984147622,16.105505260517617,58.72086628,58.72086628,3448.1401366736413
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,58.76279158,58.76279158,58.76279158,58.76279158,58.76279158,58.76279158,58.76279158,58.76279158,58.76279158,58.76279158,58.76279158,58.76279158,58.76279158,22.792885935349755,36.0387170020613,11.396442967674878,16.117004207697295,58.76279158,58.76279158,3453.0656742745186
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.14696548,59.14696548,59.14696548,59.14696548,59.14696548,59.14696548,59.14696548,59.14696548,59.14696548,59.14696548,59.14696548,59.14696548,59.14696548,22.941899139906546,36.27432756598132,11.470949569953273,16.22237245512574,59.14696548,59.14696548,3498.3635254923115
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.56666434,59.56666434,59.56666434,59.56666434,59.56666434,59.56666434,59.56666434,59.56666434,59.56666434,59.56666434,59.56666434,59.56666434,59.56666434,23.104691750433787,36.53172528373671,11.552345875216893,16.337484213956614,59.56666434,59.56666434,3548.187500594228
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.97566645,59.97566645,59.97566645,59.97566645,59.97566645,59.97566645,59.97566645,59.97566645,59.97566645,59.97566645,59.97566645,59.97566645,59.97566645,23.263335310242475,36.78256277629301,11.631667655121237,16.449662150888912,59.97566645,59.97566645,3597.0805661216555
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,60.27789244,60.27789244,60.27789244,60.27789244,60.27789244,60.27789244,60.27789244,60.27789244,60.27789244,60.27789244,60.27789244,60.27789244,60.27789244,23.3805625952565,36.96791538857403,11.69028129762825,16.532554359062413,60.27789244,60.27789244,3633.4243170082095
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.85353012,59.85353012,59.85353012,59.85353012,59.85353012,59.85353012,59.85353012,59.85353012,59.85353012,59.85353012,59.85353012,59.85353012,59.85353012,23.21596112390107,36.70765761072497,11.607980561950535,16.416163542473708,59.85353012,59.85353012,3582.4450678257476
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.39190549,59.39190549,59.39190549,59.39190549,59.39190549,59.39190549,59.39190549,59.39190549,59.39190549,59.39190549,59.39190549,59.39190549,59.39190549,23.036906364015916,36.424547177159155,11.518453182007958,16.28955270755519,59.39190549,59.39190549,3527.398437733092
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,58.86320957,58.86320957,58.86320957,58.86320957,58.86320957,58.86320957,58.86320957,58.86320957,58.86320957,58.86320957,58.86320957,58.86320957,58.86320957,22.83183602145673,36.10030249564016,11.415918010728365,16.14454607771134,58.86320957,58.86320957,3464.87744088174
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,58.46814663,58.46814663,58.46814663,58.46814663,58.46814663,58.46814663,58.46814663,58.46814663,58.46814663,58.46814663,58.46814663,58.46814663,58.46814663,22.678599180820168,35.858013776710266,11.339299590410084,16.036191268569624,58.46814663,58.46814663,3418.52417034718
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,58.58731006,58.58731006,58.58731006,58.58731006,58.58731006,58.58731006,58.58731006,58.58731006,58.58731006,58.58731006,58.58731006,58.58731006,58.58731006,22.72482024000789,35.931095688159594,11.362410120003945,16.068874492954887,58.58731006,58.58731006,3432.472900066577
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,58.92099658,58.92099658,58.92099658,58.92099658,58.92099658,58.92099658,58.92099658,58.92099658,58.92099658,58.92099658,58.92099658,58.92099658,58.92099658,22.854250421658968,36.135742774152966,11.427125210829484,16.16039545209057,58.92099658,58.92099658,3471.6838379803717
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,59.04636850000001,22.902879627236544,36.21263229936781,11.451439813618272,16.19478149311819,59.04636850000001,59.04636850000001,3486.473633037793
33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,58.91559525,58.91559525,58.91559525,58.91559525,58.91559525,58.91559525,58.91559525,58.91559525,58.91559525,58.91559525,58.91559525,58.91559525,58.91559525,22.852155356137423,36.13243018470528,11.426077678068712,16.158914017053252,58.91559525,58.91559525,3471.047363661823
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,59.14096970000001,22.939573499378607,36.27065040543778,11.469786749689304,16.22072797893783,59.14096970000001,59.14096970000001,3497.6542970563187
35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.49329088,59.49329088,59.49329088,59.49329088,59.49329088,59.49329088,59.49329088,59.49329088,59.49329088,59.49329088,59.49329088,59.49329088,59.49329088,23.076231684812413,36.48672596887601,11.538115842406206,16.317359908562725,59.49329088,59.49329088,3539.451659732292
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.21322946,59.21322946,59.21322946,59.21322946,59.21322946,59.21322946,59.21322946,59.21322946,59.21322946,59.21322946,59.21322946,59.21322946,59.21322946,22.96760158353035,36.314966697622964,11.483800791765175,16.2405468273052,59.21322946,59.21322946,3506.206543082612
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.3211063,59.3211063,59.3211063,59.3211063,59.3211063,59.3211063,59.3211063,59.3211063,59.3211063,59.3211063,59.3211063,59.3211063,59.3211063,23.009444805117916,36.38112664005088,11.504722402558958,16.270134453036455,59.3211063,59.3211063,3518.9936526558995
38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.47504113,59.47504113,59.47504113,59.47504113,59.47504113,59.47504113,59.47504113,59.47504113,59.47504113,59.47504113,59.47504113,59.47504113,59.47504113,23.069152979752385,36.475533553438886,11.534576489876192,16.31235450821276,59.47504113,59.47504113,3537.2805174151918
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.26419554,59.26419554,59.26419554,59.26419554,59.26419554,59.26419554,59.26419554,59.26419554,59.26419554,59.26419554,59.26419554,59.26419554,59.26419554,22.987370284383005,36.346223758161415,11.493685142191502,16.254525409733358,59.26419554,59.26419554,3512.244873003356
40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.70121529,59.70121529,59.70121529,59.70121529,59.70121529,59.70121529,59.70121529,59.70121529,59.70121529,59.70121529,59.70121529,59.70121529,59.70121529,23.15688131415912,36.614244229467985,11.57844065707956,16.374387808373964,59.70121529,59.70121529,3564.2351071029298
41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.59337719,59.59337719,59.59337719,59.59337719,59.59337719,59.59337719,59.59337719,59.59337719,59.59337719,59.59337719,59.59337719,59.59337719,59.59337719,23.115053119025834,36.54810804595041,11.557526559512917,16.344810807950424,59.59337719,59.59337719,3551.370604909612
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.36660714,59.36660714,59.36660714,59.36660714,59.36660714,59.36660714,59.36660714,59.36660714,59.36660714,59.36660714,59.36660714,59.36660714,59.36660714,23.027093651066135,36.40903191568578,11.513546825533068,16.28261407168656,59.36660714,59.36660714,3524.3940433150988
43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.09649319,59.09649319,59.09649319,59.09649319,59.09649319,59.09649319,59.09649319,59.09649319,59.09649319,59.09649319,59.09649319,59.09649319,59.09649319,22.922321970103443,36.24337334262248,11.461160985051722,16.208529305601527,59.09649319,59.09649319,3492.395507355716
44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,58.85107662,58.85107662,58.85107662,58.85107662,58.85107662,58.85107662,58.85107662,58.85107662,58.85107662,58.85107662,58.85107662,58.85107662,58.85107662,22.827129898109394,36.09286146127652,11.413564949054697,16.141218345979336,58.85107662,58.85107662,3463.4492193331107
45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,59.167905700000006,22.9500214232952,36.287170023636065,11.4750107116476,16.228115776788577,59.167905700000006,59.167905700000006,3500.841064924093
46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3878795632831601,0.6132914389031022,0.19393978164158004,0.2742722694811991,1.0,59.41105608,59.41105608,59.41105608,59.41105608,59.41105608,59.41105608,59.41105608,59.41105608,59.41105608,59.41105608,59.41105608,59.41105608,59.41105608,23.044334486501732,36.4362920700561,11.522167243250866,16.294805183336393,59.41105608,59.41105608,3529.6735845409053
